ENC Cell,Latest Edition No.,Latest Update No.,Latest Edition Issue Date,Latest Update Issue Date
US4WI1PC,1,,11-02-2020,
US4WI1PD,1,,11-02-2020,
US4WI1PE,1,,15-02-2021,
US4WI1PF,1,1,15-02-2021,09-06-2021
US4WI1PG,1,,15-02-2021,
US4WI1QE,1,1,15-02-2021,21-04-2021
US4WI1QF,1,,15-02-2021,
US4WI1QG,1,,15-02-2021,
US4WI33M,25,2,14-06-2021,08-07-2021
US4WI34M,13,,16-03-2018,
US509890,1,,22-07-2015,
US510121,1,,30-05-2018,
US510820,1,,09-09-2014,
US510830,1,,04-03-2015,
US510840,1,,04-03-2015,
US510850,1,,10-01-2020,
US510855,1,,10-01-2020,
US510860,1,,14-08-2018,
US510870,1,,30-05-2018,
US510880,2,1,14-08-2018,16-07-2019
US510885,1,,09-09-2014,
US510890,2,,14-11-2018,
US510910,1,,09-09-2014,
US510918,2,,09-07-2021,
US510920,1,,30-05-2018,
US510922,1,,30-05-2018,
US510925,1,,30-05-2018,
US510930,2,,23-09-2020,
US510960,2,,06-07-2021,
US515410,7,,08-12-2020,
US556349,1,,15-06-2021,
US556369,1,,05-02-2021,
US556370,1,,03-07-2018,
US556402,1,,19-03-2021,
US556570,1,,15-07-2019,
US556572,1,,24-07-2019,
US556574,1,,15-07-2019,
US556594,1,,19-03-2021,
US556595,1,,12-05-2021,
US556618,1,,22-10-2020,
US556620,1,,02-10-2019,
US556625,1,,20-02-2020,
US556630,1,1,06-03-2020,19-02-2021
US556640,1,,02-10-2019,
US556660,2,,16-03-2018,
US5AK01M,2,,21-11-2016,
US5AK02M,6,1,23-10-2018,21-02-2020
US5AK03M,2,,27-07-2017,
US5AK04M,2,,28-07-2017,
US5AK05M,3,,12-11-2020,
US5AK06M,5,,12-11-2020,
US5AK07M,4,,08-05-2017,
US5AK08M,5,,13-04-2017,
US5AK09M,4,,29-03-2017,
US5AK0AM,2,,10-04-2017,
US5AK0BM,3,,22-05-2017,
US5AK0CM,2,,11-04-2017,
US5AK0DM,2,,26-06-2017,
US5AK0EM,2,,22-06-2017,
US5AK0FM,3,,14-04-2017,
US5AK0IM,2,,27-04-2017,
US5AK0JM,5,,07-07-2021,
US5AK10M,8,,08-01-2021,
US5AK11M,14,,04-06-2021,
US5AK13M,2,2,24-08-2017,01-11-2018
US5AK14M,7,,08-10-2019,
US5AK15M,2,1,30-05-2017,28-02-2019
US5AK16M,27,,15-06-2021,
US5AK18M,6,,01-08-2017,
US5AK1BM,22,,08-07-2021,
US5AK1CM,2,,17-05-2017,
US5AK23M,25,1,25-10-2018,11-12-2019
US5AK27M,6,,15-06-2021,
US5AK28M,13,,03-09-2019,
US5AK29M,6,2,30-06-2017,04-10-2018
US5AK2BM,8,,26-07-2017,
US5AK2CM,12,2,07-08-2017,05-03-2020
US5AK2FM,5,,01-12-2020,
US5AK2UM,3,,02-08-2019,
US5AK2WM,3,,26-07-2017,
US5AK2XM,3,,30-03-2017,
US5AK2YM,4,,20-06-2017,
US5AK2ZM,3,,04-05-2017,
US5AK31M,13,3,10-07-2018,19-07-2021
US5AK32M,4,,02-08-2017,
US5AK33M,4,,11-06-2020,
US5AK34M,5,1,01-06-2020,30-06-2020
US5AK35M,5,1,30-10-2018,08-10-2019
US5AK36M,4,,15-06-2021,
US5AK37M,8,1,26-07-2017,09-01-2020
US5AK39M,3,,21-11-2016,
US5AK3CM,3,,21-04-2017,
US5AK3DM,3,,09-05-2017,
US5AK3EM,4,,24-08-2017,
US5AK3FM,9,,10-10-2018,
US5AK3GM,11,,21-06-2017,
US5AK3HM,8,2,08-11-2018,11-03-2019
US5AK3IM,2,,03-04-2017,
US5AK3JM,12,,05-07-2017,
US5AK3KM,12,1,02-07-2018,27-06-2019
US5AK3LM,2,,12-06-2017,
US5AK3MM,4,,01-05-2017,
US5AK3NM,7,,01-06-2017,
US5AK3OM,2,,12-06-2017,
US5AK3PM,6,1,14-08-2019,16-09-2019
US5AK3QM,3,,16-07-2018,
US5AK3RM,4,1,14-12-2016,19-07-2017
US5AK3SM,10,,11-08-2017,
US5AK3TM,11,,21-02-2020,
US5AK3VM,9,1,16-08-2017,12-09-2017
US5AK3WM,5,,14-04-2017,
US5AK3XM,4,,16-09-2020,
US5AK3YM,3,,24-08-2017,
US5AK3ZM,4,,23-05-2017,
US5AK41M,4,,15-08-2019,
US5AK43M,4,,16-11-2018,
US5AK44M,4,,14-08-2019,
US5AK45M,7,,25-05-2021,
US5AK47M,11,,19-01-2021,
US5AK49M,3,,20-04-2016,
US5AK4AM,24,,15-08-2019,
US5AK4BM,20,2,12-07-2018,20-11-2019
US5AK4CM,22,,24-05-2017,
US5AK4DM,8,,08-10-2019,
US5AK4EM,8,,29-11-2019,
US5AK4FM,4,,29-11-2019,
US5AK4GM,5,,07-07-2021,
US5AK4HM,4,,28-04-2017,
US5AK4IM,10,1,29-11-2019,01-09-2020
US5AK4JM,3,,20-02-2018,
US5AK4KM,4,,14-11-2017,
US5AK4LM,3,2,21-12-2016,27-06-2019
US5AK4MM,4,,03-10-2018,
US5AK4NM,3,,13-04-2016,
US5AK4OM,3,,15-08-2017,
US5AK4QM,5,,06-12-2018,
US5AK4TM,5,,13-03-2018,
US5AK50M,3,,01-12-2020,
US5AK54M,4,,26-04-2017,
US5AK55M,5,,16-01-2020,
US5AK57M,3,1,17-09-2019,28-01-2021
US5AK58M,2,,14-04-2017,
US5AK5AM,8,,22-06-2017,
US5AK5DM,14,,16-06-2021,
US5AK5EM,15,3,04-12-2017,13-02-2020
US5AK5HM,5,1,14-04-2017,14-05-2018
US5AK5JM,3,,18-04-2017,
US5AK5NM,2,,10-05-2017,
US5AK5PM,5,,29-10-2020,
US5AK5SM,3,,10-05-2017,
US5AK5UM,2,,11-05-2017,
US5AK63M,3,,23-08-2017,
US5AK64M,8,,29-03-2017,
US5AK65M,6,,09-05-2017,
US5AK66M,8,1,12-04-2017,17-07-2019
US5AK67M,6,,01-06-2017,
US5AK68M,5,,13-04-2017,
US5AK69M,6,,19-04-2017,
US5AK6AM,5,,20-06-2017,
US5AK6BM,7,,20-04-2017,
US5AK6CM,16,1,01-05-2018,04-02-2019
US5AK6DM,11,,27-08-2019,
US5AK6EM,14,,15-06-2021,
US5AK6GM,10,1,28-08-2019,20-11-2019
US5AK74M,6,,02-12-2016,
US5AK75M,6,,06-12-2016,
US5AK76M,5,,14-12-2016,
US5AK77M,3,,28-03-2017,
US5AK78M,4,,23-02-2017,
US5AK79M,4,,28-02-2017,
US5AK7AM,5,,20-03-2020,
US5AK7DM,4,,27-03-2017,
US5AK7EM,3,,07-03-2017,
US5AK7HM,5,,08-03-2017,
US5AK7IM,5,,27-03-2017,
US5AK7LM,3,,05-04-2017,
US5AK7MM,6,,18-05-2017,
US5AK7NM,7,,28-03-2017,
US5AK7OM,7,,16-03-2017,
US5AK7PM,3,,17-03-2017,
US5AK7QM,5,,06-04-2017,
US5AK7RM,4,,16-11-2018,
US5AK7SM,7,,21-03-2017,
US5AK7TM,5,,22-03-2017,
US5AK7UM,6,,05-05-2017,
US5AK7VM,6,,28-03-2017,
US5AK83M,3,,03-11-2020,
US5AK88M,3,1,16-11-2016,05-09-2018
US5AK8AM,9,,30-06-2020,
US5AK8BM,10,,30-06-2020,
US5AK8DM,4,,06-08-2018,
US5AK95M,3,2,14-12-2016,10-09-2018
US5AK9CM,4,,21-04-2020,
US5AKJ3M,4,,18-04-2017,
US5AL12M,40,,17-06-2021,
US5AL13M,57,1,03-02-2021,09-02-2021
US5AL14M,15,1,03-02-2021,01-03-2021
US5AL1AM,7,,03-02-2021,
US5AN01M,3,,06-07-2018,
US5BALBA,1,2,11-06-2020,16-03-2021
US5BALBB,3,5,16-11-2020,28-05-2021
US5BALBC,3,2,10-11-2020,28-01-2021
US5BALCA,1,3,11-06-2020,28-05-2021
US5BALCB,3,,08-01-2021,
US5BALCC,1,,11-06-2020,
US5BALFJ,2,,12-06-2020,
US5BDRAB,1,,18-02-2021,
US5BDRBB,1,,18-02-2021,
US5BPGEA,2,2,06-05-2021,15-07-2021
US5BPGEB,2,1,06-05-2021,01-06-2021
US5BPGFA,2,1,06-05-2021,01-06-2021
US5BPGFB,2,1,06-05-2021,01-06-2021
US5BPGGA,2,,06-05-2021,
US5BPGGB,2,,06-05-2021,
US5BPGHA,2,,13-05-2021,
US5CA11M,7,,29-09-2017,
US5CA12M,28,1,15-06-2021,17-06-2021
US5CA13M,89,2,06-12-2019,03-02-2020
US5CA15M,3,1,18-08-2017,11-05-2018
US5CA16M,41,3,07-02-2020,04-05-2021
US5CA21M,53,,23-06-2021,
US5CA32M,29,5,16-10-2018,12-08-2019
US5CA41M,41,,17-06-2021,
US5CA42M,12,1,17-04-2018,23-10-2019
US5CA43M,22,,17-06-2021,
US5CA44M,31,1,20-11-2020,15-04-2021
US5CA45M,19,,24-09-2018,
US5CA46M,12,,11-04-2019,
US5CA47M,13,2,10-10-2017,23-01-2020
US5CA48M,15,6,20-12-2018,19-11-2020
US5CA49M,8,,03-05-2019,
US5CA50M,10,,04-06-2018,
US5CA51M,9,,04-12-2020,
US5CA53M,4,1,23-08-2017,19-11-2018
US5CA58M,12,,21-06-2021,
US5CA59M,5,,23-06-2021,
US5CA60M,10,,24-08-2017,
US5CA62M,60,1,27-05-2021,08-06-2021
US5CA63M,7,,24-09-2018,
US5CA64M,14,,06-07-2020,
US5CA65M,46,2,23-04-2020,12-05-2020
US5CA66M,9,,22-06-2021,
US5CA67M,6,1,18-04-2020,06-05-2020
US5CA71M,22,3,17-07-2019,29-01-2021
US5CA74M,9,5,28-08-2017,21-01-2020
US5CA75M,11,,22-07-2020,
US5CA76M,7,1,12-06-2020,04-08-2020
US5CA77M,20,2,19-03-2019,18-03-2021
US5CA78M,17,,25-08-2017,
US5CA79M,8,1,25-08-2017,26-07-2018
US5CA80M,5,,25-08-2017,
US5CA81M,13,,17-06-2021,
US5CA82M,11,1,22-05-2020,23-02-2021
US5CA83M,14,,23-06-2021,
US5CA84M,7,1,23-06-2021,14-07-2021
US5CA90M,4,3,29-05-2019,25-09-2020
US5CA92M,15,,24-06-2021,
US5CA93M,4,,02-10-2019,
US5CA95M,4,1,30-04-2020,16-12-2020
US5CA96M,8,1,17-01-2020,21-01-2020
US5CA97M,8,,27-04-2020,
US5CA98M,6,,28-01-2021,
US5CA99M,5,,24-08-2017,
US5CA9AM,6,2,16-04-2018,30-05-2019
US5CA9BM,6,,03-05-2019,
US5CN10M,0,,21-07-2021,
US5CN11M,32,,11-06-2021,
US5CN12M,0,,11-06-2021,
US5CN13M,0,,06-05-2021,
US5CN14M,0,,23-06-2021,
US5CN15M,0,,21-07-2021,
US5CN16M,17,3,13-12-2018,08-12-2020
US5CN20M,15,3,04-01-2018,03-08-2018
US5CN30M,18,,13-12-2018,
US5CN31M,10,,25-09-2020,
US5CN41M,12,3,03-08-2018,06-11-2019
US5CN42M,13,6,04-03-2020,03-05-2021
US5CN43M,14,2,10-01-2020,11-05-2021
US5CN44M,19,,16-06-2021,
US5CT1AA,2,,14-05-2021,
US5CT1AB,2,,14-05-2021,
US5CT1AC,2,,14-05-2021,
US5CT1AD,1,,08-06-2021,
US5CT1BB,1,,30-03-2021,
US5CT1BC,2,,12-05-2021,
US5CT1BD,1,,04-06-2021,
US5CT1BF,1,,18-05-2021,
US5CT1BG,2,,24-05-2021,
US5CT1CF,2,,06-05-2021,
US5CT1CG,2,,06-05-2021,
US5CT1CI,1,1,13-04-2021,19-05-2021
US5CT1CJ,1,,18-05-2021,
US5CT1CK,1,,18-05-2021,
US5CT1CL,1,,22-06-2021,
US5CT1CM,1,,22-06-2021,
US5CT1CN,1,,22-06-2021,
US5CT1DI,2,,16-06-2021,
US5CT1DJ,1,,05-05-2021,
US5CT1DM,1,,22-06-2021,
US5CT1DN,1,,22-06-2021,
US5CT1EI,1,,13-04-2021,
US5CT1EM,1,,22-06-2021,
US5CT1EN,1,,22-06-2021,
US5CT1GQ,2,,07-05-2021,
US5CT1HP,1,,25-09-2020,
US5CT1HQ,1,,25-09-2020,
US5CT1IO,1,,25-09-2020,
US5CT1IP,1,,25-09-2020,
US5CT1JO,1,,25-09-2020,
US5CT1KO,1,,23-10-2020,
US5CT1LO,1,,23-10-2020,
US5DE10M,21,2,12-08-2020,10-12-2020
US5DE13M,36,,13-08-2020,
US5DE1DH,1,,12-08-2020,
US5DE1DI,1,,12-08-2020,
US5DE1DJ,1,,12-08-2020,
US5DE1EG,1,3,12-08-2020,10-12-2020
US5DE1EH,1,,12-08-2020,
US5DE1EI,1,,12-08-2020,
US5DE1EJ,1,,12-08-2020,
US5DE1FG,1,3,12-08-2020,23-03-2021
US5DE1FH,1,,12-08-2020,
US5DE1GF,1,1,12-08-2020,23-03-2021
US5DE1GG,1,3,12-08-2020,23-03-2021
US5DE1GH,1,,12-08-2020,
US5DE1HF,1,1,12-08-2020,17-09-2020
US5DE1HG,1,,12-08-2020,
US5DE1IE,1,1,12-08-2020,18-05-2021
US5DE1IF,1,3,12-08-2020,18-05-2021
US5DE1IG,1,,12-08-2020,
US5DE1JD,1,,12-08-2020,
US5DE1JE,1,1,12-08-2020,18-05-2021
US5DE1KC,1,5,12-08-2020,01-07-2021
US5DE1KD,1,4,12-08-2020,01-07-2021
US5DE1KE,1,1,12-08-2020,18-05-2021
US5DE1LB,1,3,12-08-2020,01-07-2021
US5DE1LC,1,6,12-08-2020,01-07-2021
US5DE1LD,1,,12-08-2020,
US5FL09M,19,,08-07-2021,
US5FL11M,55,4,11-03-2021,08-07-2021
US5FL12M,68,2,06-04-2021,28-05-2021
US5FL14M,6,,20-04-2021,
US5FL15M,7,,06-07-2021,
US5FL16M,6,1,04-10-2017,12-02-2018
US5FL17M,15,3,11-03-2021,13-05-2021
US5FL19M,28,1,21-06-2021,14-07-2021
US5FL21M,30,,16-04-2020,
US5FL22M,49,,08-01-2021,
US5FL24M,29,3,10-12-2018,08-07-2021
US5FL25M,15,3,20-12-2018,25-08-2020
US5FL27M,6,3,23-08-2017,14-05-2020
US5FL29M,18,2,16-06-2020,25-09-2020
US5FL32M,41,,15-07-2020,
US5FL33M,47,,23-03-2021,
US5FL40M,42,2,24-10-2018,06-09-2019
US5FL41M,71,6,08-09-2020,08-06-2021
US5FL42M,25,,15-09-2020,
US5FL43M,8,2,25-10-2019,06-10-2020
US5FL49M,6,,15-09-2020,
US5FL51M,45,1,25-02-2021,08-04-2021
US5FL52M,50,,14-06-2021,
US5FL53M,6,1,19-10-2018,17-09-2019
US5FL54M,6,3,13-02-2017,19-10-2018
US5FL55M,11,1,14-06-2021,21-06-2021
US5FL56M,8,1,22-10-2018,17-04-2019
US5FL57M,32,,14-06-2021,
US5FL59M,14,2,08-02-2021,17-03-2021
US5FL61M,13,2,16-05-2019,26-01-2021
US5FL62M,46,,03-06-2021,
US5FL63M,0,,22-07-2021,
US5FL64M,0,,15-04-2021,
US5FL65M,0,,15-04-2021,
US5FL66M,27,,13-07-2021,
US5FL67M,17,6,27-02-2019,18-08-2020
US5FL72M,38,,15-06-2021,
US5FL73M,29,2,01-07-2020,03-09-2020
US5FL81M,33,1,28-03-2017,28-06-2017
US5FL82M,42,3,16-08-2019,03-06-2020
US5FL83M,25,1,17-03-2021,22-04-2021
US5FL84M,7,2,12-10-2018,14-09-2020
US5FL88M,26,3,29-08-2018,25-05-2021
US5FL8AM,4,,14-06-2021,
US5FL91M,17,2,13-11-2019,30-03-2020
US5FL93M,26,2,08-04-2020,08-10-2020
US5FL94M,24,1,06-04-2021,13-05-2021
US5FL95M,12,,05-10-2018,
US5FL96M,16,1,20-12-2018,03-06-2021
US5FL98M,15,1,19-12-2018,29-01-2021
US5FL99M,8,3,14-11-2019,14-05-2021
US5FPOBB,1,1,15-06-2020,05-04-2021
US5FPOBC,2,,03-02-2021,
US5FPOCA,4,3,03-02-2021,28-05-2021
US5FPOCB,4,2,03-02-2021,16-03-2021
US5FPOCC,2,1,03-02-2021,30-04-2021
US5FPODA,1,,15-06-2020,
US5FPODB,2,,03-02-2021,
US5GA09M,10,,29-12-2017,
US5GA12M,24,,14-06-2021,
US5GA13M,51,,23-06-2021,
US5GA14M,24,1,21-04-2021,29-04-2021
US5GA15M,11,,14-06-2021,
US5GA16M,9,2,01-06-2020,16-04-2021
US5GA18M,36,,14-06-2021,
US5GA19M,2,1,17-03-2016,27-03-2018
US5GA21M,53,1,15-06-2021,17-06-2021
US5GA22M,50,,06-07-2021,
US5GA23M,9,,13-07-2018,
US5GA24M,28,1,03-06-2020,05-08-2020
US5HA06M,5,1,28-08-2017,03-12-2018
US5HA12M,13,,24-06-2021,
US5HA13M,4,,28-08-2017,
US5HA14M,5,1,02-08-2017,12-02-2018
US5HA15M,4,,28-08-2017,
US5HA16M,16,1,19-06-2020,01-02-2021
US5HA17M,5,1,28-08-2017,26-09-2018
US5HA18M,4,,28-08-2017,
US5HA21M,4,,29-08-2017,
US5HA22M,17,4,02-08-2017,30-08-2019
US5HA23M,6,2,07-09-2017,10-02-2021
US5HA24M,8,1,29-08-2017,01-11-2019
US5HA25M,6,,15-02-2018,
US5HA30M,4,,29-08-2017,
US5HA31M,5,1,02-02-2021,21-05-2021
US5HA52M,17,5,30-08-2017,27-02-2019
US5HA53M,18,1,31-08-2020,25-11-2020
US5HA54M,31,,27-04-2021,
US5HA55M,31,,26-04-2021,
US5HA56M,7,1,16-06-2021,29-06-2021
US5HA57M,8,2,03-08-2018,04-08-2020
US5HA59M,6,,05-02-2021,
US5HA62M,12,,24-06-2021,
US5HA63M,13,6,10-01-2018,09-03-2021
US5HA65M,3,,30-08-2017,
US5HA66M,4,1,30-08-2017,09-03-2021
US5HA71M,5,,30-08-2017,
US5HA72M,5,,12-09-2017,
US5HA74M,4,,31-08-2017,
US5HA75M,5,,31-08-2017,
US5HA77M,7,,01-08-2018,
US5HA78M,8,,01-08-2018,
US5HA79M,4,,31-08-2017,
US5HEPCB,2,,14-05-2021,
US5HOUDF,1,1,10-03-2020,08-04-2021
US5HOUDG,5,,30-06-2021,
US5HOUEB,1,2,10-03-2020,26-01-2021
US5HOUEC,2,2,07-08-2020,26-01-2021
US5HOUED,2,3,07-08-2020,25-03-2021
US5HOUEE,6,,01-07-2021,
US5HOUEF,2,,06-08-2020,
US5HOUEG,2,4,31-03-2020,25-03-2021
US5HOUFE,1,,11-03-2020,
US5HOUFF,2,,06-08-2020,
US5HVNBB,1,,05-05-2021,
US5HVNBC,1,,22-06-2021,
US5HVNCB,2,,09-07-2021,
US5HVNCC,1,1,22-06-2021,21-07-2021
US5IL11M,16,1,24-06-2021,08-07-2021
US5IL21M,21,,28-06-2021,
US5ILGAE,1,3,12-08-2020,01-07-2021
US5ILGAF,1,3,12-08-2020,01-07-2021
US5ILGAG,1,,12-08-2020,
US5ILGBB,1,,21-04-2020,
US5ILGBE,1,5,12-08-2020,01-07-2021
US5ILGBF,1,1,12-08-2020,11-02-2021
US5ILGCA,1,4,21-04-2020,27-05-2021
US5ILGCB,1,3,21-04-2020,26-01-2021
US5ILGCC,1,1,21-04-2020,08-01-2021
US5ILGCD,1,2,21-04-2020,08-01-2021
US5ILGCE,4,1,17-06-2021,06-07-2021
US5ILGCF,3,,17-12-2020,
US5ILGDD,1,1,21-04-2020,19-06-2020
US5ILGDF,3,4,17-12-2020,06-07-2021
US5ILGEE,3,2,30-09-2020,17-12-2020
US5ILGEF,3,1,19-08-2020,30-09-2020
US5ILGFF,3,,20-08-2020,
US5IN01M,2,,16-06-2021,
US5IN10M,3,1,16-06-2021,28-06-2021
US5IN11M,16,,16-06-2021,
US5LA11M,44,1,11-02-2021,24-05-2021
US5LA12M,27,,10-06-2020,
US5LA13M,27,1,12-01-2021,26-05-2021
US5LA16M,15,2,23-12-2020,01-02-2021
US5LA23M,18,,14-06-2021,
US5LA24M,55,,14-06-2021,
US5LA26M,38,,06-07-2021,
US5LA27M,17,2,10-11-2020,20-04-2021
US5LA33M,12,,10-06-2021,
US5LA36M,44,2,18-12-2020,02-02-2021
US5LA37M,35,,18-12-2020,
US5LA38M,23,3,19-02-2021,28-05-2021
US5LA41M,21,1,09-04-2020,28-07-2020
US5LA51M,41,1,15-03-2021,25-03-2021
US5LA52M,14,,14-06-2021,
US5MA01M,15,1,21-06-2021,08-07-2021
US5MA03M,10,,16-06-2021,
US5MA10M,6,2,20-11-2020,11-05-2021
US5MA11M,44,2,24-06-2021,20-07-2021
US5MA13M,7,4,30-08-2018,02-09-2020
US5MA16M,19,3,14-02-2019,16-10-2019
US5MA17M,13,2,15-04-2019,17-06-2019
US5MA19M,8,,14-02-2019,
US5MA1AM,3,,12-03-2018,
US5MA20M,17,1,18-11-2020,23-11-2020
US5MA21M,15,,03-12-2020,
US5MA22M,29,,16-06-2021,
US5MA24M,17,,27-04-2021,
US5MA25M,24,1,03-12-2020,02-02-2021
US5MA26M,21,,09-10-2019,
US5MA28M,13,1,29-07-2020,13-08-2020
US5MA29M,12,,03-12-2020,
US5MA30M,8,,09-03-2018,
US5MA31M,17,,29-06-2021,
US5MA32M,9,,19-05-2021,
US5MA33M,9,1,29-01-2020,18-05-2021
US5MA34M,11,,14-05-2018,
US5MA40M,15,,23-05-2019,
US5MA41M,14,5,31-05-2019,22-12-2020
US5MD12M,47,,28-06-2021,
US5MD13M,29,2,06-04-2020,14-08-2020
US5MD14M,28,,17-06-2021,
US5MD16M,30,,30-06-2021,
US5MD17M,18,2,30-07-2018,04-10-2018
US5MD18M,15,,16-06-2021,
US5MD19M,9,3,25-10-2018,09-06-2021
US5MD1AM,8,1,10-12-2020,13-05-2021
US5MD21M,25,11,14-05-2018,09-06-2021
US5MD22M,14,,17-06-2021,
US5MD23M,20,,17-06-2021,
US5MD31M,13,,13-07-2021,
US5MD32M,19,,26-03-2021,
US5MD40M,7,,13-07-2017,
US5MD41M,19,1,09-11-2020,26-03-2021
US5MD42M,12,,09-11-2020,
US5MD43M,15,1,09-11-2020,26-03-2021
US5MD44M,20,2,07-01-2021,15-03-2021
US5MD50M,12,6,16-09-2019,17-06-2021
US5ME01M,9,,17-06-2021,
US5ME02M,13,,17-06-2021,
US5ME11M,18,2,02-02-2018,19-03-2019
US5ME12M,22,,03-08-2018,
US5ME13M,20,1,23-04-2020,06-05-2021
US5ME15M,20,,17-06-2021,
US5ME16M,18,4,12-06-2018,22-07-2019
US5ME17M,8,1,16-04-2020,08-07-2021
US5ME18M,14,3,16-04-2020,30-11-2020
US5ME19M,14,2,30-12-2020,01-06-2021
US5ME21M,18,1,03-07-2019,24-03-2020
US5ME22M,20,1,22-01-2020,28-04-2020
US5ME23M,21,6,22-01-2020,08-07-2021
US5ME24M,15,3,18-09-2019,01-06-2021
US5ME25M,13,,22-01-2020,
US5ME26M,14,1,11-09-2019,16-09-2019
US5ME31M,14,1,06-07-2020,22-09-2020
US5ME32M,10,1,23-07-2019,22-03-2021
US5ME33M,10,,17-06-2021,
US5ME34M,10,2,18-04-2019,22-10-2019
US5ME36M,11,3,17-04-2019,12-08-2020
US5ME38M,10,3,01-02-2018,06-07-2020
US5ME51M,12,,04-06-2018,
US5ME52M,10,2,21-10-2020,07-12-2020
US5ME54M,13,6,20-06-2018,18-02-2021
US5ME55M,14,1,26-10-2018,26-05-2021
US5ME56M,17,1,22-06-2021,13-07-2021
US5MI07M,6,,16-06-2021,
US5MI11M,4,,16-06-2021,
US5MI21M,20,4,04-10-2017,24-03-2021
US5MI22M,24,,16-06-2021,
US5MI28M,4,2,03-08-2018,21-09-2018
US5MI30M,7,,16-06-2021,
US5MI32M,23,,14-08-2017,
US5MI33M,26,,14-08-2017,
US5MI41M,13,,17-06-2021,
US5MI42M,2,5,20-07-2017,13-10-2020
US5MI50M,7,7,05-02-2019,04-11-2020
US5MI51M,4,,17-06-2021,
US5MI52M,4,1,29-10-2020,26-05-2021
US5MI53M,16,1,21-08-2020,21-04-2021
US5MI54M,6,,14-06-2021,
US5MI55M,15,,14-06-2021,
US5MI56M,3,,14-06-2021,
US5MI57M,5,,13-11-2020,
US5MI58M,8,3,12-11-2020,09-06-2021
US5MI59M,3,1,30-10-2020,03-11-2020
US5MI61M,17,4,01-11-2018,13-06-2019
US5MI62M,21,2,31-01-2019,29-11-2019
US5MI63M,14,1,20-06-2018,05-07-2018
US5MI64M,21,,14-06-2021,
US5MI65M,5,2,03-09-2019,18-08-2020
US5MI66M,4,,05-10-2017,
US5MI70M,2,5,05-12-2017,27-08-2020
US5MI71M,3,,14-06-2021,
US5MI72M,5,6,23-08-2016,05-02-2021
US5MI73M,17,,14-06-2021,
US5MI74M,5,1,05-08-2016,31-01-2018
US5MI75M,12,,14-06-2021,
US5MI76M,2,3,19-10-2017,16-02-2021
US5MI77M,3,1,28-07-2017,13-09-2018
US5MI81M,17,,15-06-2021,
US5MI82M,17,6,04-10-2018,25-08-2020
US5MI83M,18,,15-06-2021,
US5MI84M,16,,15-06-2021,
US5MI85M,10,,15-06-2021,
US5MI86M,18,,15-12-2020,
US5MI87M,11,1,28-12-2020,29-12-2020
US5MI88M,13,,15-06-2021,
US5MI89M,6,,15-06-2021,
US5MI90M,4,2,21-12-2020,15-01-2021
US5MI91M,3,4,21-06-2018,07-10-2020
US5MN11M,8,1,15-06-2021,17-06-2021
US5MN21M,5,,22-06-2021,
US5MRHCA,1,,11-06-2021,
US5MRHCB,1,,11-06-2021,
US5MRHCC,1,,11-06-2021,
US5MRHCD,1,,11-06-2021,
US5MRHDA,1,,11-06-2021,
US5MRHDB,1,,11-06-2021,
US5MRHDC,2,,08-07-2021,
US5MRHDD,1,1,11-06-2021,07-07-2021
US5MRHEB,1,,11-06-2021,
US5MS11M,60,,14-10-2020,
US5MS21M,46,5,08-04-2021,06-07-2021
US5MS22M,49,,15-06-2021,
US5NC12M,56,3,04-12-2020,08-01-2021
US5NC14M,20,,07-07-2021,
US5NC17M,57,6,11-06-2021,09-09-2020
US5NC18M,24,,08-07-2021,
US5NC19M,19,,08-07-2021,
US5NC1MX,1,,11-06-2021,
US5NC22M,10,1,11-05-2018,17-02-2021
US5NC51M,30,1,08-07-2021,14-07-2021
US5NC52M,15,,17-06-2021,
US5NC53M,20,,21-06-2021,
US5NC54M,17,,16-06-2021,
US5NH01M,27,,05-02-2020,
US5NJ13M,46,2,31-01-2020,21-08-2018
US5NJ1AA,1,,13-08-2020,
US5NJ1AB,1,,13-08-2020,
US5NJ1BA,1,1,13-08-2020,12-11-2020
US5NJ1BB,1,3,13-08-2020,17-03-2021
US5NJ1TM,1,,19-03-2021,
US5NJ1TN,1,,19-03-2021,
US5NJ1UM,1,,19-03-2021,
US5NJ1UN,1,,19-03-2021,
US5NJ1UO,2,,12-07-2021,
US5NJ1UP,2,,12-07-2021,
US5NJ1UQ,1,,19-03-2021,
US5NJ20M,24,2,24-09-2020,22-03-2021
US5NJ21M,11,,13-08-2020,
US5NJ24M,18,,12-07-2021,
US5NJ30M,26,1,19-03-2021,23-04-2021
US5NY12M,31,1,28-05-2020,01-07-2021
US5NY14M,26,,11-06-2021,
US5NY15M,40,4,04-02-2021,17-05-2021
US5NY16M,36,2,30-03-2021,17-05-2021
US5NY17M,0,,06-05-2021,
US5NY1AH,1,,09-06-2021,
US5NY1AI,1,,09-06-2021,
US5NY1BE,2,,14-05-2021,
US5NY1BF,2,1,14-05-2021,25-05-2021
US5NY1BG,2,,14-05-2021,
US5NY1BH,1,,09-06-2021,
US5NY1BI,1,,09-06-2021,
US5NY1CE,2,,09-07-2020,
US5NY1CF,1,,10-03-2021,
US5NY1CI,1,,09-06-2021,
US5NY1CM,0,,31-01-2020,
US5NY1DE,3,,13-05-2021,
US5NY1DG,2,,04-05-2021,
US5NY1IM,18,,23-06-2021,
